AWE-Full image path,AWE image path,Subject ID
train/0681.png,092/07.png,M
train/0682.png,092/08.png,M
train/0683.png,092/09.png,M
train/0684.png,010/05.png,M
train/0685.png,092/10.png,M
train/0686.png,093/01.png,M
train/0687.png,093/06.png,M
train/0688.png,093/07.png,M
train/0689.png,093/09.png,M
train/0690.png,093/10.png,M
train/0691.png,010/06.png,M
train/0692.png,093/04.png,M
train/0693.png,094/01.png,M
train/0694.png,094/02.png,M
train/0695.png,094/03.png,M
train/0696.png,094/07.png,M
train/0697.png,094/08.png,M
train/0698.png,094/09.png,M
train/0699.png,010/01.png,M
train/0700.png,094/10.png,M
train/0701.png,095/02.png,M
train/0702.png,095/03.png,M
train/0703.png,095/04.png,M
train/0704.png,095/05.png,M
train/0705.png,095/06.png,M
train/0706.png,095/10.png,M
train/0707.png,095/01.png,M
train/0708.png,096/05.png,M
train/0709.png,096/06.png,M
train/0710.png,096/07.png,M
train/0711.png,096/08.png,M
train/0712.png,096/01.png,M
train/0713.png,096/09.png,M
train/0714.png,097/03.png,M
train/0715.png,097/04.png,M
train/0716.png,097/05.png,M
train/0717.png,097/06.png,M
train/0718.png,097/07.png,M
train/0719.png,097/08.png,M
train/0720.png,097/09.png,M
train/0721.png,097/01.png,M
train/0722.png,097/10.png,M
train/0723.png,098/04.png,M
train/0724.png,098/05.png,M
train/0725.png,098/06.png,M
train/0726.png,098/02.png,M
train/0727.png,098/07.png,M
train/0728.png,098/08.png,M
train/0729.png,098/09.png,M
train/0730.png,010/09.png,M
train/0731.png,098/10.png,M
train/0732.png,099/03.png,M
train/0733.png,099/06.png,M
train/0734.png,099/07.png,M
train/0735.png,099/08.png,M
train/0736.png,099/09.png,M
train/0737.png,099/10.png,M
train/0738.png,010/10.png,M
train/0739.png,099/02.png,M
train/0740.png,M/01.png,M
train/0741.png,M/02.png,M
train/0742.png,M/03.png,M
train/0743.png,M/07.png,M
train/0744.png,M/08.png,M
train/0745.png,M/09.png,M
train/0746.png,010/03.png,M
train/0747.png,001/10.png,M
train/0748.png,001/01.png,M
train/0749.png,007/04.png,M
train/0750.png,067/04.png,M
